author_name,rating,published_at,text,author_image_url
siti aisyah,5.0,3 bulan lalu,"wow gilak keren nyo, tempatnya luas bgt tak kasih bintang sepuluh",https://lh3.googleusercontent.com/a-/ALV-UjX8YDhr-vrsE33M-Gi0fUDd2ZvkchzmLWKajcKNNGIKY9_knx5xrQ=w36-h36-p-rp-mo-br100
Nurin Najwawaskita,5.0,3 bulan lalu,"TERLALU ENAK, 100000000/10. udang kejuu nya empuk enak kejunya banyaa",https://lh3.googleusercontent.com/a-/ALV-UjUrh_oELrn738IXBNRlps2E5ZRXSfF0zZarWyMNsuX5RK5lopxs=w36-h36-p-rp-mo-br100
Fentinovia Wirdayanti,5.0,3 bulan lalu,"Kak iqlima baik sekali, ga bawa cash buat parkir dikasih pinjam🥰 …",https://lh3.googleusercontent.com/a/ACg8ocJMnceB0Peg8qF_xcdXdjM7e8MCGDgXDov1aRiZBcdBhPPIwQ=w36-h36-p-rp-mo-br100
Mrs J,5.0,2 bulan lalu,"makanannya enak dan murah, pelayanannya cepat, dan tempatnya juga luas dan nyaman",https://lh3.googleusercontent.com/a-/ALV-UjWP7w6vrCf4egEULYQiXK_SesWqUQUHp-iapBrQ86f1wQnnkjdwPw=w36-h36-p-rp-mo-br100
Novia Isma Nur Safitri,5.0,2 bulan lalu,"pelayanan ramah, makananya enak",https://lh3.googleusercontent.com/a-/ALV-UjWXto-5a-VLlLSTFpuLUDkzWqCYcU_O_Oolo8YNjQNYODrCQElw=w36-h36-p-rp-mo-br100
Taufan Atma,5.0,5 bulan lalu,pelayanannya cepat,https://lh3.googleusercontent.com/a-/ALV-UjXHCobD1-LOSpHBykGDQnpebRUJYXkgqv64CugfOLiBV2xugs4PPQ=w36-h36-p-rp-mo-br100
Anissa Tri Wulandari,5.0,sebulan lalu,"Makanan nya enak, pelayanan nya bagus dan tempat nya bersih",https://lh3.googleusercontent.com/a-/ALV-UjUwi1Wo2DxLZ1seuYcqpePBtOlOGeODxNEwwFKbalak_FWQlaKy=w36-h36-p-rp-mo-br100
Halim Perdana,5.0,2 bulan lalu,"Tempatnya nyaman, pelayanan cepat, rasa enak, pedasnya mantap",https://lh3.googleusercontent.com/a-/ALV-UjVMMD-noxrWUuYG77NvGzYvcMRnVM6Iwr4kP69xWBSv0tPnzITc=w36-h36-p-rp-mo-br100
kholifatul khofifah29,5.0,3 bulan lalu,Tempatnya lebih luas dan lebih nyaman pelayanannya juga semakin cepat,https://lh3.googleusercontent.com/a/ACg8ocLUOl3vqoa2UBw1pyAZE-Sdud9JbMH4H6_mVqCavkjAcTm9AU59=w36-h36-p-rp-mo-br100
Dian Ratnasari,5.0,seminggu lalu,Makanan dan tempatnya bersih,https://lh3.googleusercontent.com/a/ACg8ocL3Kt8IXBeNPE6TEvn6T4jounq_TfIhHGA-zw5Mpj7Krws0_g=w36-h36-p-rp-mo-br100
arvch4you,4.0,4 bulan lalu,"enak bangett tempatnya ademm, suka banget si sama mie nyaa",https://lh3.googleusercontent.com/a/ACg8ocLC0swwyytgwtKIsKwxn7QknlmRJfryphBa52-61jgI9ZnJrJY=w36-h36-p-rp-mo-br100
amvsterdam._,5.0,seminggu lalu,"mie nyaa enakk, tempatnya adem jugaa",https://lh3.googleusercontent.com/a-/ALV-UjXcDS7PP6FEB9JgVwaJOnxT_kQT1X9lVNvLeKwo-F_6o7hbOSH9=w36-h36-p-rp-mo-br100
Talyta Syaharani,5.0,3 bulan lalu,"tempatnya luas, makanannya enak, rekomend harus coba kalo dijember",https://lh3.googleusercontent.com/a-/ALV-UjUBkEEw-F7-oWMqf-htT-DWeECLeCEahr9_PQgLWsGLi10-iVVq=w36-h36-p-rp-mo-br100
Rezza Dwi Anggara,1.0,5 bulan lalu,pelayanan lama bjirr gilaa hampir sejam nunggu blm jadi jadi 🥵 karyawanne kurang sat set🫣 …,https://lh3.googleusercontent.com/a-/ALV-UjViHjnVz2uq3VhvWQTUxyQC19kUjWgRN0inTLgezcUCQg2BP2fB=w36-h36-p-rp-mo-br100
Wardatul Azizah,5.0,3 bulan lalu,"Alhamdulillah puas, alhamdulillah gak ngantri,, gak pernah mengecewakan. Sudah balik bolak balik",https://lh3.googleusercontent.com/a/ACg8ocIP3m92DIacf4oYJLgOdBhymyv8J7ylmTc7ljVYG8ISPFZIjw=w36-h36-p-rp-mo-br100
Nisa Alifia,5.0,sebulan lalu,"areanya luas dan bersih, pelayanannya ramah bngtt",https://lh3.googleusercontent.com/a/ACg8ocLDwsmpKgfnIVPp65U3on3go4hgLSzKmifVa58y6EgIZzoTBw=w36-h36-p-rp-mo-br100
Ryu J,5.0,3 bulan lalu,"Mie nya enak, apalagi Sama snack udang dan keju nyaa ❤️",https://lh3.googleusercontent.com/a-/ALV-UjWUgTZ6AEs3EIfaKLfdrDzvFJ1sisXVEdfEwaEqzgV4hVGfBKAt=w36-h36-p-rp-mo-br100
lusi ana,5.0,3 bulan lalu,makanannya enak layanannya sangat ramah sekali,https://lh3.googleusercontent.com/a/ACg8ocIGMU9_IdjbIDZwETKD1kpNgUXprLyGtTDIWYA_4Ud_V_1wkA=w36-h36-p-rp-mo-br100
blawii,5.0,3 bulan lalu,tempatnya sangat nyaman dan pelayanannya oke,https://lh3.googleusercontent.com/a/ACg8ocLyhOy_nBl7il3MoA83jUuWJjSonSqcolhhoSIJpZ1HOnF6UQ=w36-h36-p-rp-mo-br100
Nurul Qomariatun Hasanah,5.0,3 bulan lalu,"Tempatnya luas, makanannya sesuai kantong mahasiswa dan enak",https://lh3.googleusercontent.com/a-/ALV-UjVaty3eDY0iRMXa9YRYcoO4Od60MUyPQJrm03I3-pXh9WklHgS-=w36-h36-p-rp-mo-br100
mohammed al,5.0,4 bulan lalu,"Mantap emang, cocok kalo sarapan di sini wkwkwkw sambil main uno",https://lh3.googleusercontent.com/a-/ALV-UjUjka4NDxbgbWc_MEE7MZle8Muf5DrqXy3FajOmUkedu9uRnUjf=w36-h36-p-rp-mo-br100
Siti Mutmainah,5.0,2 bulan lalu,"Tiap ke jember, gk pernah lupa untuk mampir ke gacoan. Pelayanannya juga ramah😍 …",https://lh3.googleusercontent.com/a-/ALV-UjU58bva2N6FpAk8kv3k3RX_T7y-9F0ZQV5a-WdPSf9-fIISWS9F=w36-h36-p-rp-mo-br100
Selly Susan Cahyani,5.0,sebulan lalu,"pelayanan nya ramah, good job",https://lh3.googleusercontent.com/a-/ALV-UjWy91_o_SwpIoftp1nfvYZK1P7MokozKhGN4eSo6wqc8tO8P_5W=w36-h36-p-rp-mo-br100
Umi khusnul k.,4.0,2 bulan lalu,"seperti biasa harus nunggu lama,karna selalu ramai ,okee kok",https://lh3.googleusercontent.com/a-/ALV-UjW0ufSQTAlA0kSwffHoxTLZpwCfzShI1DOk94nVU9FN7zXBX8M=w36-h36-p-rp-mo-ba3-br100
hanifah hadi00,5.0,2 bulan lalu,Udang keju the besttt 🤩 …,https://lh3.googleusercontent.com/a-/ALV-UjVJnW9Tj0BDJFcYDha1OxoBuayRuhOgRZ7gxfFs0La-AnGBxx_o=w36-h36-p-rp-mo-br100
Novri Irwanto,5.0,3 bulan lalu,"pelayanannya sangat ramah,gercep, rasa mienya konsisten",https://lh3.googleusercontent.com/a/ACg8ocLq2qyMsVtQYk3jluOelmjHwVY_uk-BN-G-twnc0touZZrz5-A=w36-h36-p-rp-mo-br100
ardan gans,5.0,3 bulan lalu,"Suasananya nyaman dan pelayanan nya ramah, worth it untuk gacoannya",https://lh3.googleusercontent.com/a-/ALV-UjUm-2VnIxKI1_i_wIKaT00Yv5kaxOwTjeqNjoAIYNBqbIHSl8I=w36-h36-p-rp-mo-br100
Imanda Navaza,5.0,3 bulan lalu,Pelayanan sangat ramah dan pesanan cepat. Mantap poll,https://lh3.googleusercontent.com/a/ACg8ocIkXZmkXIWq0PUIUVVIt_-s7wTvw7fow1fBJzFahnXWC8uYcQ=w36-h36-p-rp-mo-br100
Wazhelatul Hasanah,5.0,2 bulan lalu,"Menunya enak, pelayanannya juga bagus dan harga yerjangkau",https://lh3.googleusercontent.com/a-/ALV-UjVKs6wpL6bqFDmqxrXdnIqHwoHQ1h5bzDeGbkf1olCsmRAwdbE4=w36-h36-p-rp-mo-br100
Fifieka Putriana,5.0,5 bulan lalu,Makin luas ajaa🥰 …,https://lh3.googleusercontent.com/a/ACg8ocKCCvQ2tO8IiSwR0at1nKnqDoqjFm2Owj1qbUllKa9pOoNr=w36-h36-p-rp-mo-br100
Defitridyahni Wahyu aprilia,5.0,3 bulan lalu,Pelayanan oke tempatnya luas dan bersih,https://lh3.googleusercontent.com/a-/ALV-UjWAO1jMlNOK5gcqNcp0Qt95biMPmVxILRBMcYPWTG9lrzqO3gE=w36-h36-p-rp-mo-br100
Viny Firstya,5.0,4 bulan lalu,"Tempatnya bagus, bersih, pelayanannya bagus, harganya juga cocok dikantong mahasiswa👍 …",https://lh3.googleusercontent.com/a/ACg8ocL1arPf7-49WQBobdsfnzAYM4avsGb9bM8NZDA5tKEJHF1_ULU=w36-h36-p-rp-mo-br100
Silfia Desti,5.0,3 bulan lalu,Pelayanannya sudah baik dan rasa makanannya juga enak.,https://lh3.googleusercontent.com/a-/ALV-UjU5ID0KM79oiUK-TnAeA5lfo6v4sxzS7EWceYgvyJqUWAW3Op4=w36-h36-p-rp-mo-br100
Yuke Eka Bayu Pradana,5.0,2 bulan lalu,"Mantappp, nyaman bersih",https://lh3.googleusercontent.com/a-/ALV-UjWhRnTj4HpqHdFYKpwGdhqvcxhqF6aZKhvyFgWlTtXC2fiVfBFh=w36-h36-p-rp-mo-br100
Rusyida syita,5.0,sebulan lalu,"mantep banget selalu nikmat, cabenya ga pelitt",https://lh3.googleusercontent.com/a-/ALV-UjVgmj4LEcNN2v0mjrutG68Ml3vwcmxSiu52KqJ14sPeLTBHqSrufg=w36-h36-p-rp-mo-br100
sulton arifin,5.0,2 bulan lalu,"Mie nya mantapp polllll
Suasana juga lebih nyaman
Tidak usah ngantri",https://lh3.googleusercontent.com/a/ACg8ocLBp57N_BcgQloUBOK9QL_Qch462kGn51Mlu4pDucFbHLPwow=w36-h36-p-rp-mo-br100
Sindi Putri,4.0,3 bulan lalu,Makanan dan minuman nya enak bangett next pasti balik lagiii,https://lh3.googleusercontent.com/a/ACg8ocJv0_aCCfXwuuLj8MizjmDfmyDIEQ_6iY7rznuMbPFtn96KbA=w36-h36-p-rp-mo-br100
Reza Rahayu,5.0,3 bulan lalu,"tempatnya lebih luas, pelayanannya juga sekarang lebih cepet 🤩 …",https://lh3.googleusercontent.com/a-/ALV-UjVbWlBqtFj0rjPyT2Gvl_2h--rqjctivScs6Bohu-l_aF2Rw88u=w36-h36-p-rp-mo-br100
putri rachma,5.0,2 bulan lalu,pelayanan sekarang sudah lumayan oke lebih cepat dari biasanya,https://lh3.googleusercontent.com/a/ACg8ocLu3fWo0bqy7VgD-ckJjOFAN0l1TApigeBjTG-rJNkNctdU5Q=w36-h36-p-rp-mo-br100
Viandha Ramadhani,5.0,3 bulan lalu,Nyaman karna tempat sudah lebih luas dan pelayanan sudah lebih cepat,https://lh3.googleusercontent.com/a-/ALV-UjXbyANldM7Yk-OqiJf5u98uHMPHI0SzZcPQAVw2ixDmI_1V3OE=w36-h36-p-rp-mo-br100
Ahmad FiiQolbi,5.0,sebulan lalu,Menyala gacoankuuuu 🔥🔥 …,https://lh3.googleusercontent.com/a-/ALV-UjW13ads8_SoJ6x3wiaaoCS52j_GONHCJde7mHvTGS2CsFaBVEE=w36-h36-p-rp-mo-br100
Amandayanuarpratamaputra putra,5.0,4 bulan lalu,Mantap pelayanan cepat,https://lh3.googleusercontent.com/a-/ALV-UjXorr3v_iZEBUqUAMaOAznjRUxrWftg4xiL2YGrlfJpcZ5UPXQ=w36-h36-p-rp-mo-br100
Anisaa Maharani,5.0,3 bulan lalu,"pelayananya ramah sekali, apalagi yg namanya kak teguh🤭 …",https://lh3.googleusercontent.com/a/ACg8ocJaIYNEg82MHw-uJeHKbdIa2nBf6VNpuq2qP4O25kZDD8E9sw=w36-h36-p-rp-mo-br100
Rechi Laura Ananta,5.0,4 bulan lalu,"tempatnya lebih luas jadi makin nyaman, parkirannya juga luas. good🤍 …",https://lh3.googleusercontent.com/a-/ALV-UjXfrPGobkkvMwZflNwKF_Wm-r8y69J3gNwkjHy4-GBHV6bNUtNwuw=w36-h36-p-rp-mo-br100
Nonaa Maharani,5.0,3 bulan lalu,"pelayanan lebih cepat daripada sebelumnya, tempat jauh lebih bersih",https://lh3.googleusercontent.com/a/ACg8ocLYd4ah59zxScM8WobOqYdRF_QEZKgo98IPeO3Rqr2uNAN5mQ=w36-h36-p-rp-mo-br100
Ageng corzel 123,5.0,Diedit 4 bulan lalu,"pelayanannya ramah""💗 …",https://lh3.googleusercontent.com/a-/ALV-UjXsHz8g2z5KTXg7yzdsa8btW-SfCVT1qRWtPVxYZnBgks7O53I=w36-h36-p-rp-mo-br100
Ryan Cahyo,5.0,3 bulan lalu,Pertama kali coba mie gacoan untuk porsinya lumayan banyak🤗👍 …,https://lh3.googleusercontent.com/a/ACg8ocLHuDPu8axYn4sRLKA2gw6I__ZXY1_oJmxrgCD3ZH9qA279rQ=w36-h36-p-rp-mo-br100
Kharisma dwi Wulandari,5.0,4 bulan lalu,Selalu langganan dan memuaskan,https://lh3.googleusercontent.com/a-/ALV-UjWP54gb9ev_nMsKbhYcIGubRv5ELj7iYVOXMJvE4wkcxfrY3QFa=w36-h36-p-rp-mo-br100
Yogi Prasetyo,5.0,2 bulan lalu,"Enak makanannya dan nyaman tempatnya...
Parkirannya luas gie",https://lh3.googleusercontent.com/a-/ALV-UjVkI2DoE4dqPhAlfDqD63rtkDFMw5QcDr4lK9fTfs5dLXlnfiyO=w36-h36-p-rp-mo-ba4-br100
Siti Fardatus,5.0,sebulan lalu,gacoan di sudirman sangat enak banget,https://lh3.googleusercontent.com/a/ACg8ocLO4kfK_D5He46xE_q7jb87n9FkYLCnvdwjuaM-CAE-AcWUUg=w36-h36-p-rp-mo-br100
Danial Pitulikur,5.0,2 bulan lalu,memuaskan,https://lh3.googleusercontent.com/a/ACg8ocIVDcAXRYFs7OHzZuxljvdlmSPb3-sUKxECsrUP7kC_Ln28Kg=w36-h36-p-rp-mo-br100
FREYA RADINKA ALMAHIRA,5.0,4 bulan lalu,enak nyaman makanan nyea enak dan memuaskan sekalii !!,https://lh3.googleusercontent.com/a/ACg8ocIaJeswftbn5RCM94m6-k43fie6b83knB0ktACJgE8ovlqd9g=w36-h36-p-rp-mo-br100
Z4xploits,1.0,5 bulan lalu,pelayanan lama bangett karyawannya perlu ganti sama yg berpengalaman,https://lh3.googleusercontent.com/a-/ALV-UjUPLlGlfnIHooopNzW8ypE8lEpqfcjW0THKDULwMT1YgvVo9w5e=w36-h36-p-rp-mo-br100
Ungu Lilack,5.0,2 bulan lalu,Makanan nya enak pelayanan juga bagus tempatnya nyaman,https://lh3.googleusercontent.com/a/ACg8ocIovv9-pVupBfhmSU_dniUjI1uSzwIjHJUJZU6D63UgGy94SQ=w36-h36-p-rp-mo-br100
Sukita Sukita,4.0,sebulan lalu,"makanan nya enak, tempat nya recomended banget",https://lh3.googleusercontent.com/a/ACg8ocJDUP5Az2LE-Ryrmwn7sx02Ugy-kzqETbxyMAyp1-sHXMEJsg=w36-h36-p-rp-mo-br100
Arik dwi Kusumo,2.0,5 bulan lalu,Mejanya hanya bisa maximal 4 orang ga kaya kemaren yang bisa 9 orang,https://lh3.googleusercontent.com/a-/ALV-UjUHB_vEQgFBovs-4wdCUr5qwGA9oE5eTIHbdQ9htADiohgGcdCu0w=w36-h36-p-rp-mo-br100
ANDY FIRMANSYAH,5.0,4 bulan lalu,Semakin luas dan parkiran semakin besar,https://lh3.googleusercontent.com/a-/ALV-UjVGhShbaVFVudYmJMI01HaApYcPNruGLPp3XUbLsCS7GFXJxJkU=w36-h36-p-rp-mo-br100
Nida Rihan,5.0,sebulan lalu,"pelayanan bagus, tempatnya nyaman",https://lh3.googleusercontent.com/a-/ALV-UjXxC_90_9rTZSjPFqPKPfZOu7g8bVyNLF4W5ojiK-bKFq-900_k=w36-h36-p-rp-mo-br100
Ulul Absori,5.0,5 bulan lalu,"Pelayan cepat, teratur dan bersih baik tempat maupun dapur. Sukses slalu Mie Gacoan",https://lh3.googleusercontent.com/a/ACg8ocI0upejU8gNmHyjbHtQD2pFQlUKxEE9El_k-8mBnJB2bx9TeQ=w36-h36-p-rp-mo-br100
Fahimatul Anis,5.0,4 bulan lalu,Pelayanan sangat ramah,https://lh3.googleusercontent.com/a-/ALV-UjUH9ANaWGSFU_l6pnFtwonQC2Zs1aqI5VrWE5BXwl3L6phfc8g=w36-h36-p-rp-mo-br100
novri irwanto,5.0,2 bulan lalu,"tempatnya bersih,nyaman,pelayanan okee, the besttt",https://lh3.googleusercontent.com/a/ACg8ocJubMaoHWKCABNzLilc0LkX6x-hDVZVvCRFWJJnlqqgPbtvdg=w36-h36-p-rp-mo-br100
fitriani rodhotul05,5.0,2 bulan lalu,"bersih, luas, pelayanan bagus, mienya enak bangett",https://lh3.googleusercontent.com/a/ACg8ocLL6DPnU6HS6ZXTp40AQG8HPc-B8BVlajDgD-qnURUL7Ot00g=w36-h36-p-rp-mo-br100
Lou Ameera,5.0,2 bulan lalu,cozy dan murah bgtt,https://lh3.googleusercontent.com/a-/ALV-UjXi9JgrZV0UPgUGZjgTRedAlRS7qgjosqJIWOg_-ERwXHT3WfnJ=w36-h36-p-rp-mo-br100
amlzdnii,5.0,2 bulan lalu,enak banget gausa pake antri untuk pesen makanannya,https://lh3.googleusercontent.com/a-/ALV-UjVAoUDMwRzBBRMVddK9C__0fU-DNRjjBWITQfETDYVVPSVScFGj=w36-h36-p-rp-mo-br100
Muhamad Rusli,5.0,4 bulan lalu,pelayana memuaskan,https://lh3.googleusercontent.com/a/ACg8ocIJHparel7FtPtky7FoF0EIL1j4vSJQAJIcEjSbzQkzQCcM2Q=w36-h36-p-rp-mo-br100
sasa setiawan,5.0,sebulan lalu,pelayanannya oke dan cepat . rasa oke banget,https://lh3.googleusercontent.com/a/ACg8ocKqVM5tviVjcumYm92lovj11Samw68WKY2fyzagFpJ_gR3NnQ=w36-h36-p-rp-mo-br100
Emi Ernawati,5.0,3 bulan lalu,"tempat nya nyaman, pelayanannya juga bagus",https://lh3.googleusercontent.com/a/ACg8ocIjVopnpp7RS_S7kLvzfKYoBpiOOchF5JTuEE1w_-4B4Q1uTQ=w36-h36-p-rp-mo-br100
Yovanka Citra,5.0,sebulan lalu,"Pelayanannya cepat, tempatnya nyaman dan luas",https://lh3.googleusercontent.com/a-/ALV-UjXz5GYM0gQmNansNExJLnhB2YOPPqUOI_mHgt_CTdZVVe7z2TCa=w36-h36-p-rp-mo-br100
Indah Dwi,5.0,sebulan lalu,Seru buat hangout bareng temen kalau bingung mau makan kemana,https://lh3.googleusercontent.com/a-/ALV-UjUNVlPk_mhAk_plmgeN7AKemdYo4HRabyExHZOTv_CnjpNO3FLb=w36-h36-p-rp-mo-br100
Ahmad Ariyanto,1.0,4 bulan lalu,"antrinya terlalu lama,hanya untuk proses menuju meja saja alurnya terlalu lama",https://lh3.googleusercontent.com/a-/ALV-UjX-STxWbolHTq7EF_9RcuMSAUqqylxx-O3sz6Und3S33nSJRjY=w36-h36-p-rp-mo-ba4-br100
Irfan Zulkarnain,1.0,4 bulan lalu,"lama keburu males
estimasi rata rata satu jam labih baru bisa makan",https://lh3.googleusercontent.com/a-/ALV-UjUs5DIn3FUQVap95RyfIocMtJ-dce-vclvgH-WguA-B5gHreQA=w36-h36-p-rp-mo-br100
naynay 17,5.0,2 bulan lalu,"the beast, suasananya enak bngt pelayanannya sangat ramahh",https://lh3.googleusercontent.com/a/ACg8ocJhdBSdUo5PuQMxVFftGsoAD2uSnptMvmkuYbJnPUX1iXvtaA=w36-h36-p-rp-mo-br100
sandra diva,5.0,2 bulan lalu,tempatnya lebih nyaman dan luas di bandingkan dengan gacoan yang di jl sumatra,https://lh3.googleusercontent.com/a/ACg8ocKItCGQms1vymgRzodpi8hyMDjWeqmxpR6jtPDsa8yxZfrO-A=w36-h36-p-rp-mo-br100
Umi Nailul,5.0,2 bulan lalu,"Enakk, pesannya gampang, rame bgt tapi teratur.",https://lh3.googleusercontent.com/a/ACg8ocL8WAQrl-FHTJafH7199uLMVHiq4M2fUeqXJ_oqhrfWnS-S1Q=w36-h36-p-rp-mo-br100
radita dewiyathi,5.0,3 bulan lalu,Tempatnya bersih..pelayanan cepat,https://lh3.googleusercontent.com/a/ACg8ocKTu_SgvGLRI12qO8nujho2ppEsiJ68sOvnZ_-hMFZeFvrpTA=w36-h36-p-rp-mo-br100
Amelia mahesta putri,5.0,sebulan lalu,"Pelayanannya ramah, cepat dan nyaman the best",https://lh3.googleusercontent.com/a/ACg8ocKTvrFI-OghS3zVlFnow1GlCHmWT_dfSE8Wa3ae8IgelBGhKA=w36-h36-p-rp-mo-br100
Taufik Hidayat,4.0,3 bulan lalu,Tolong diperhatikan kamar mandi untuk cust ya,https://lh3.googleusercontent.com/a-/ALV-UjUN0oAprkT7jQVpEPHOJaIl7hL_eaH_bUENVedSZ0rDxGC5CmA=w36-h36-p-rp-mo-ba2-br100
Fitri12 Fitrri,5.0,2 bulan lalu,Sangat puas dan  murah meriah,https://lh3.googleusercontent.com/a-/ALV-UjUj_Pw6C7pPbCC8m9AMP3aeC2UrwS2v4Bul22bMi7-kiXZq__b_=w36-h36-p-rp-mo-br100
Devani Avrillia,5.0,4 bulan lalu,"Meskipun rame tapi cepet kok pelayanannyaa
Bintang 5 dehh",https://lh3.googleusercontent.com/a-/ALV-UjXPPuQpn3PTfo1ZD5-lPO-571vxEKj3lOh14t-La0C3fwnc_LS1=w36-h36-p-rp-mo-br100
Nrllyrmdhni 28,5.0,4 bulan lalu,"mie gacoannya emang paling the best sih, suasanane jadi lebih bagus dari yang kemaren.",https://lh3.googleusercontent.com/a/ACg8ocInzm_Xz0kwbkILJOXI_edR0VRSvvKGyqRBwn-WzuBuy2WL3Q=w36-h36-p-rp-mo-br100
Ra Mires,5.0,3 bulan lalu,Menu dan tempat serta pelayanan yg sangat baikkkk,https://lh3.googleusercontent.com/a-/ALV-UjVGvI4apS3zBDalBMppEgQrE3-uY2bCRn4ASXs-mvIs9fTV5Q=w36-h36-p-rp-mo-ba3-br100
ahmad ali firmansyah,5.0,4 bulan lalu,Mantap pelayanan cepat,https://lh3.googleusercontent.com/a-/ALV-UjWz0OOcN7xQUYwwV0zqz0e2bz3oD3-wBURxpQgYizNZE2V26vI=w36-h36-p-rp-mo-br100
Astri Ivoni,5.0,2 bulan lalu,Pelayannya ramah dan baik. Suasananya mantap,https://lh3.googleusercontent.com/a/ACg8ocJcF0GmMaxRuipAH4MpYC-n8TrSUH1lf_bVq_z4xWwUsRLVwg=w36-h36-p-rp-mo-br100
01.Abdullah Bachtiar,5.0,3 bulan lalu,Mantap pelayanan cepat,https://lh3.googleusercontent.com/a/ACg8ocIXglJJ5Yl99KzdAIVdhvosa9gHhjWHbpiyPxGbPVqSdw7bgw=w36-h36-p-rp-mo-br100
coco pandan,5.0,4 bulan lalu,"pelayanan ramahh, baikk makanannya enakk",https://lh3.googleusercontent.com/a/ACg8ocILE0OSyb8t0o716gLOZaT9fhnxgM_68Y2VfhXJN9eT1o9tZQ=w36-h36-p-rp-mo-br100
TBI 2_Khoirun Nisa,5.0,sebulan lalu,"Pelayanan ramah, tempat nyaman",https://lh3.googleusercontent.com/a/ACg8ocKZ767gpaehlD8Vb0ZIJhem6THurWpjNvti4o7mW-MY5mWLWw=w36-h36-p-rp-mo-br100
Ismi najwa Nabila,5.0,sebulan lalu,"Makannya enak, tempat bersih, ramah",https://lh3.googleusercontent.com/a/ACg8ocJPt6U9udO_0wFThoL_5u_baNFG3MsJ9vVDg02PpJZD2-v_iw=w36-h36-p-rp-mo-br100
Hanes rianto,1.0,5 bulan lalu,"Antri sampe 2 jam, makin kesini bukan nya makin cepet pelayananya",https://lh3.googleusercontent.com/a-/ALV-UjWvxV_uzidCUd6cMNXnSAj6JvEBHfY4lVaYBsWBccGMcPwLQCMk=w36-h36-p-rp-mo-br100
melati kusuma,5.0,2 bulan lalu,Pelayanan top gercep👌 …,https://lh3.googleusercontent.com/a-/ALV-UjVYABHUiNPN4QdHZJXnFusyxSCmX_gwTgZY0_TRIMtYTOxRUoz8Kg=w36-h36-p-rp-mo-br100
08_Dea Ananda Dwi Permata Sari,5.0,4 bulan lalu,"tempat nya luas dan nyaman sekali, pegawai nya ramah ramah",https://lh3.googleusercontent.com/a-/ALV-UjXPjUlmnfnXvxFSw0-1NHPHj0K5wFVKok_K2w6c7EDE_xoAaOSr=w36-h36-p-rp-mo-br100
alivia cinta Maharani,5.0,3 bulan lalu,Tempat nyaman dan luas,https://lh3.googleusercontent.com/a-/ALV-UjXGt4Do4-uPRHphTBYCTOSEyTk0CfnAifpZLokMx5Q2kJqi991g=w36-h36-p-rp-mo-br100
Alan Maulana,5.0,4 bulan lalu,Semakin bersih dan nyaman,https://lh3.googleusercontent.com/a/ACg8ocICaRdCPblKQbeoHNg0CgJvYwPrsGu3NLqz1_mcXF-sZc4bog=w36-h36-p-rp-mo-br100
Kurdi Hamdani,5.0,3 bulan lalu,Pelayanannya sat set,https://lh3.googleusercontent.com/a/ACg8ocKEGYJVi5GQB53zmvBB3QrQN2RKOYDp23O2y7hJpvTdySIrzQ=w36-h36-p-rp-mo-br100
Yanti Febri,5.0,4 bulan lalu,Tempatnya lebih luas,https://lh3.googleusercontent.com/a/ACg8ocKOBt3hUGs92ExNfHaBPouyfSyzCHZ9_RsCMzTU2bwEq8s-OA=w36-h36-p-rp-mo-br100
annisafirdaa,5.0,4 bulan lalu,"suka sekali dengan service kak teguh, sangat ramah dan baik sekali",https://lh3.googleusercontent.com/a-/ALV-UjUE2Y63uoyH6aj5QvQs9H6Phv4nkuq4Ppf4ICHiG_Twa4LZXcQ=w36-h36-p-rp-mo-br100
Safinatun Najah,5.0,2 bulan lalu,Tempatnya enak dan pelayanannya ramah,https://lh3.googleusercontent.com/a-/ALV-UjU0MZ_Xve2Mq3IkiNK6o1KJLLksOnQ1M8VCJ8NTJSd5tXk_okWC=w36-h36-p-rp-mo-br100
Desy Dwi,5.0,2 bulan lalu,"Tempatnya luas dan nyaman banget
Untuk mie nya best banget",https://lh3.googleusercontent.com/a/ACg8ocKMS6VvEpm-nn3NE6-RneV6pJbkttxLZoJP0n7ab-WjELiK1A=w36-h36-p-rp-mo-br100
pianissimo music course,5.0,3 bulan lalu,Mantap tempat nya nyaman dan enak untuk tempat hang out,https://lh3.googleusercontent.com/a-/ALV-UjWXM26gnqVDPpBp6z9jD3RruJV7hDSpSmuyYM2NvLBWBkm8frY=w36-h36-p-rp-mo-br100
SITI NURHALISA,5.0,sebulan lalu,"cocok buat tempat ngumpull, makanannya enak",https://lh3.googleusercontent.com/a/ACg8ocKT4l0F-odWLFnFDq1fRrMjrcs0wjoLN-O3bcQ0PYINi73uXg=w36-h36-p-rp-mo-br100
Aldi,5.0,3 bulan lalu,Makanannya selalu enak pelayanannya ramah:),https://lh3.googleusercontent.com/a/ACg8ocImlxh63CNFQi6y9TCEd80pphQA2Tkc5mE_aPkVyYyCEOnFQdU=w36-h36-p-rp-mo-br100
Bima Bima,5.0,sebulan lalu,menarik,https://lh3.googleusercontent.com/a/ACg8ocKWzfTxSSXh0wg0SOEWv28Go0BwScjPXsMD81M-Q7NjiJ6mPg=w36-h36-p-rp-mo-br100
